base_model_id,layer_index,token_count,hidden_size,mlp_input_hook_name,mlp_output_hook_name,gate_proj_weight_effective_rank,gate_proj_weight_effective_rank_ratio,up_proj_weight_effective_rank,up_proj_weight_effective_rank_ratio,mean_weight_effective_rank_ratio,mlp_input_effective_rank_centered,mlp_input_effective_rank_centered_ratio,mlp_input_effective_rank_uncentered,mlp_input_effective_rank_uncentered_ratio,mlp_output_effective_rank_centered,mlp_output_effective_rank_centered_ratio,mlp_output_effective_rank_uncentered,mlp_output_effective_rank_uncentered_ratio,mlp_output_uncentered_trace,mlp_output_uncentered_trace_log,residual_stream_uncentered_trace,residual_stream_uncentered_trace_log,output_to_residual_trace_ratio
Llama-3.2-1B,0,65536,2048,post_attention_layernorm,mlp,1934.3153076171875,0.9444898962974548,1953.9720458984375,0.9540879130363464,0.9492889046669006,829.3214111328125,0.4049420952796936,624.2587280273438,0.30481383204460144,11.471375465393066,0.005601257551461458,12.121532440185547,0.005918717011809349,6.431395530700684,1.8611915490245763,1.2851063534617424,0.2508414802621987,5.0045628623469
Llama-3.2-1B,1,65536,2048,post_attention_layernorm,mlp,1930.0108642578125,0.942388117313385,1957.5009765625,0.9558110237121582,0.9490995705127716,917.5820922851562,0.44803813099861145,703.8416137695312,0.34367266297340393,1.0398962497711182,0.0005077618407085538,1.042570948600769,0.0005090678459964693,1259.166259765625,7.138205082327674,7.670651324093342,2.037401530169283,164.15376042587314
Llama-3.2-1B,2,65536,2048,post_attention_layernorm,mlp,1923.27587890625,0.9390995502471924,1957.34130859375,0.955733060836792,0.9474163055419922,966.4329223632812,0.4718910753726959,689.4382934570312,0.33663979172706604,1032.3118896484375,0.5040585398674011,477.3980712890625,0.23310452699661255,4.749636650085449,1.5580681204018267,1261.2833051681519,7.139884977795409,0.0037657175280316874
Llama-3.2-1B,3,65536,2048,post_attention_layernorm,mlp,1899.372314453125,0.9274278879165649,1956.9129638671875,0.9555239081382751,0.94147589802742,968.643310546875,0.4729703664779663,675.095703125,0.3296365737915039,1082.5997314453125,0.5286131501197815,670.8530883789062,0.3275649845600128,6.641602993011475,1.8933533489626864,1265.565711736679,7.143274504150078,0.005247932155097265
Llama-3.2-1B,4,65536,2048,post_attention_layernorm,mlp,1882.6044921875,0.9192404747009277,1950.618896484375,0.9524506330490112,0.9358455538749695,930.28564453125,0.4542410373687744,629.1560668945312,0.30720511078834534,1040.0433349609375,0.5078336596488953,664.6220092773438,0.324522465467453,7.715021133422852,2.043169225075514,1270.466691493988,7.147139585568057,0.0060725882741171884
Llama-3.2-1B,5,65536,2048,post_attention_layernorm,mlp,1865.441162109375,0.9108599424362183,1934.9241943359375,0.9447872042655945,0.9278235733509064,876.9781494140625,0.4282119870185852,560.8433227539062,0.2738492786884308,913.2132568359375,0.4459049105644226,595.7488403320312,0.29089298844337463,8.738211631774902,2.1677055499401066,1273.494257926941,7.149519785518056,0.006861602694620241
Llama-3.2-1B,6,65536,2048,post_attention_layernorm,mlp,1863.250732421875,0.9097903966903687,1934.1409912109375,0.9444047808647156,0.9270975887775421,862.1439819335938,0.4209687411785126,487.4903564453125,0.23803240060806274,967.7998046875,0.47255849838256836,698.8246459960938,0.34122297167778015,8.071755409240723,2.0883709814575218,1276.1981353759766,7.1516407303580944,0.006324845010733955
Llama-3.2-1B,7,65536,2048,post_attention_layernorm,mlp,1846.071044921875,0.9014018774032593,1928.1573486328125,0.9414830803871155,0.9214424788951874,826.8436279296875,0.4037322402000427,447.3450012207031,0.21843017637729645,942.3782958984375,0.46014565229415894,621.658935546875,0.30354440212249756,9.185935974121094,2.2176736159382155,1279.892942905426,7.154531715060645,0.007177112761688117
Llama-3.2-1B,8,65536,2048,post_attention_layernorm,mlp,1861.837646484375,0.9091004133224487,1940.1708984375,0.9473490715026855,0.9282247424125671,754.003662109375,0.36816585063934326,426.9111022949219,0.20845268666744232,1038.5284423828125,0.5070939660072327,814.3107299804688,0.39761266112327576,11.492362976074219,2.4416827257273823,1283.488567829132,7.157337093243192,0.008954004939453556
Llama-3.2-1B,9,65536,2048,post_attention_layernorm,mlp,1854.90283203125,0.9057142734527588,1935.5433349609375,0.9450895190238953,0.925401896238327,736.4381103515625,0.3595889210700989,433.87554931640625,0.2118532955646515,996.2173461914062,0.4864342510700226,798.7353515625,0.39000749588012695,15.05732536315918,2.7118646078714157,1295.2343463897705,7.16644692022505,0.011625174552488302
Llama-3.2-1B,10,65536,2048,post_attention_layernorm,mlp,1862.4761962890625,0.9094122052192688,1930.7398681640625,0.9427440762519836,0.9260781407356262,762.9814453125,0.37254953384399414,499.3924560546875,0.24384397268295288,1032.4547119140625,0.5041282773017883,826.74267578125,0.4036829471588135,18.42963409423828,2.9139599176722863,1309.0939927101135,7.177090568305395,0.01407815954917406
Llama-3.2-1B,11,65536,2048,post_attention_layernorm,mlp,1881.3095703125,0.9186081886291504,1916.8734130859375,0.9359733462333679,0.9272907674312592,789.4888916015625,0.38549262285232544,512.03173828125,0.2500154972076416,972.5263061523438,0.4748663604259491,708.0396118164062,0.3457224667072296,22.320877075195312,3.1055224322247237,1332.6162357330322,7.194899383554918,0.016749666165456305
Llama-3.2-1B,12,65536,2048,post_attention_layernorm,mlp,1891.5965576171875,0.9236311316490173,1906.257080078125,0.930789589881897,0.9272103607654572,780.7078857421875,0.3812050223350525,493.6084899902344,0.24101977050304413,967.3786010742188,0.4723528325557709,712.8395385742188,0.34806618094444275,24.85498809814453,3.2130584606949637,1374.4509892463684,7.225809649818873,0.018083575400366137
Llama-3.2-1B,13,65536,2048,post_attention_layernorm,mlp,1892.493408203125,0.9240690469741821,1906.9635009765625,0.9311345219612122,0.9276017844676971,789.4508666992188,0.3854740560054779,535.0261840820312,0.2612432539463043,811.9560546875,0.39646291732788086,467.05596923828125,0.22805467247962952,40.095035552978516,3.6912525249771053,1434.049395084381,7.268257466231865,0.027959312761761095
Llama-3.2-1B,14,65536,2048,post_attention_layernorm,mlp,1881.947509765625,0.9189196825027466,1892.97705078125,0.9243052005767822,0.9216124415397644,830.3803100585938,0.40545913577079773,519.8526000976562,0.2538342773914337,554.1298217773438,0.27057120203971863,101.41844940185547,0.04952072724699974,73.49586486816406,4.297229144339034,1538.8155012130737,7.338768244399714,0.04776132344015644
Llama-3.2-1B,15,65536,2048,post_attention_layernorm,mlp,1878.0076904296875,0.9169959425926208,1878.2530517578125,0.9171157479286194,0.9170558452606201,824.7232055664062,0.4026968777179718,485.8170166015625,0.2372153401374817,4.599374294281006,0.0022457882296293974,4.954492568969727,0.0024191858246922493,1264.34130859375,7.142306560878894,1633.2625946998596,7.398334885125298,0.7741200421149024
