layer_index,hidden_size,max_rank,target_module_intermediate_size,target_module_original_params,target_module_factorized_params_per_rank,mlp_input_effective_rank,mlp_input_effective_rank_ratio,normalized_mlp_input_effective_rank,mlp_output_uncentered_trace,log_mlp_output_uncentered_trace,normalized_log_mlp_output_trace,trace_weight,min_log_trace,max_log_trace,alpha,beta,trace_mix,uniform_shrink,allocation_rule,target_factorized_param_ratio,trace_aware_unscaled_rank_score,trace_aware_shrunk_rank_score,trace_aware_score_mean_before_shrink,rank_budget_scale,trace_aware_raw_rank,trace_aware_clipped_rank,initial_floor_rank,fractional_part,target_rank,budget_adjustment,uniform_rank,uniform_total_rank_budget,rounding,requested_uniform_rank,requested_total_rank_budget_per_module,actual_targeted_factorized_param_ratio
11,1024,1024,3072,3145728,4096,298.1661307997103,0.2911778621090921,0.5185440050411644,131.06204295158386,4.875670821400618,0.21617119311227062,0.6080855965561354,3.0732740847504436,11.411095191719502,0.8,0.5,0.2,0.5,mixture,0.8,0.45806944265538563,0.4440746391535551,0.4300798356517246,1427.6419145984155,633.9795680657819,633.9795680657819,633,0.9795680657819048,634,1,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
12,1024,1024,3072,3145728,4096,297.410779664746,0.2904402145163535,0.5149206188576626,136.17220449447632,4.9139202942870455,0.22075865935743352,0.6103793296787168,3.0732740847504436,11.411095191719502,0.8,0.5,0.2,0.5,mixture,0.8,0.4560882269576168,0.44308403130467067,0.4300798356517246,1427.6419145984155,632.5653347797843,632.5653347797843,632,0.5653347797842798,632,0,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
13,1024,1024,3072,3145728,4096,299.3761626409108,0.2923595338290145,0.5243484745812946,135.45276433229446,4.908622976830011,0.22012332341185814,0.6100616617059291,3.0732740847504436,11.411095191719502,0.8,0.5,0.2,0.5,mixture,0.8,0.46350344434740737,0.44679163999956595,0.4300798356517246,1427.6419145984155,637.8584723555464,637.8584723555464,637,0.8584723555463825,638,1,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
14,1024,1024,3072,3145728,4096,298.1413112623489,0.2911536242796376,0.5184249468116955,158.63427424430847,5.066601390798636,0.239070529395515,0.6195352646977575,3.0732740847504436,11.411095191719502,0.8,0.5,0.2,0.5,mixture,0.8,0.46255406332845944,0.44631694949009204,0.4300798356517246,1427.6419145984155,637.1807842877593,637.1807842877593,637,0.18078428775925204,637,0,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
15,1024,1024,3072,3145728,4096,251.6299821720854,0.24573240446492714,0.29531214615385953,240.63357400894165,5.483275336652188,0.28904449027904616,0.644522245139523,3.0732740847504436,11.411095191719502,0.8,0.5,0.2,0.5,mixture,0.8,0.29405861497889685,0.3620692253153107,0.4300798356517246,1427.6419145984155,516.9052020463153,516.9052020463153,516,0.905202046315253,517,1,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
16,1024,1024,3072,3145728,4096,219.80522009772315,0.21465353525168276,0.1426501617392574,724.3226075172424,6.585236883633182,0.42120870114942977,0.7106043505747148,3.0732740847504436,11.411095191719502,0.8,0.5,0.2,0.5,mixture,0.8,0.19836186962129188,0.31422085263650823,0.4300798356517246,1427.6419145984155,448.5948596647312,448.5948596647312,448,0.5948596647311888,449,1,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
17,1024,1024,3072,3145728,4096,197.92164951083603,0.19328286085042581,0.03767563580045961,770.0903038978577,6.646507785760653,0.4285572519688109,0.7142786259844054,3.0732740847504436,11.411095191719502,0.8,0.5,0.2,0.5,mixture,0.8,0.11585195903412987,0.2729658973429272,0.4300798356517246,1427.6419145984155,389.69755630273113,389.69755630273113,389,0.6975563027311296,390,1,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
18,1024,1024,3072,3145728,4096,200.4981937471705,0.19579901733122118,0.05003520521787547,1198.0179481506348,7.088423760324968,0.48155862593627896,0.7407793129681395,3.0732740847504436,11.411095191719502,0.8,0.5,0.2,0.5,mixture,0.8,0.13633988936155617,0.2832098625066404,0.4300798356517246,1427.6419145984155,404.32227034213406,404.32227034213406,404,0.32227034213406114,404,0,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
19,1024,1024,3072,3145728,4096,207.32949709019636,0.20247021200214488,0.0828046669988504,2415.680944442749,7.7897364909147,0.5656708564090039,0.782835428204502,3.0732740847504436,11.411095191719502,0.8,0.5,0.2,0.5,mixture,0.8,0.17937790488088112,0.30472887026630285,0.4300798356517246,1427.6419145984155,435.0437077803968,435.0437077803968,435,0.0437077803968009,435,0,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
20,1024,1024,3072,3145728,4096,212.8535873720566,0.20786483141802403,0.10930348520034061,3530.3433628082275,8.169150415114276,0.6111760212874452,0.8055880106437225,3.0732740847504436,11.411095191719502,0.8,0.5,0.2,0.5,mixture,0.8,0.20967799241776153,0.31987891403474306,0.4300798356517246,1427.6419145984155,456.6725452722225,456.6725452722225,456,0.6725452722225214,457,1,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
21,1024,1024,3072,3145728,4096,241.33974139415142,0.235683341205226,0.24595031357855848,5855.095432281494,8.67506757517849,0.6718534037322844,0.8359267018661423,3.0732740847504436,11.411095191719502,0.8,0.5,0.2,0.5,mixture,0.8,0.3311309316093037,0.3806053836305141,0.4300798356517246,1427.6419145984155,543.3681985927316,543.3681985927316,543,0.3681985927315736,543,0,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
22,1024,1024,3072,3145728,4096,252.63023868510336,0.24670921746592125,0.30011033266800063,7201.595020294189,8.882057811066282,0.6966788627139819,0.848339431356991,3.0732740847504436,11.411095191719502,0.8,0.5,0.2,0.5,mixture,0.8,0.3794240386771969,0.40475193716446073,0.4300798356517246,1427.6419145984155,577.8408305108883,577.8408305108883,577,0.8408305108882814,578,1,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
23,1024,1024,3072,3145728,4096,262.9352776122106,0.2567727320431744,0.3495431513142478,7674.694416046143,8.945683756163866,0.7043098665795366,0.8521549332897683,3.0732740847504436,11.411095191719502,0.8,0.5,0.2,0.5,mixture,0.8,0.4204964943673056,0.42528816500951505,0.4300798356517246,1427.6419145984155,607.1592101502309,607.1592101502309,607,0.15921015023093332,607,0,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
24,1024,1024,3072,3145728,4096,276.6342071631844,0.27015059293279725,0.4152563140622022,9804.912853240967,9.190638850599205,0.7336886564687316,0.8668443282343659,3.0732740847504436,11.411095191719502,0.8,0.5,0.2,0.5,mixture,0.8,0.4789427825435081,0.45451130909761633,0.4300798356517246,1427.6419145984155,648.8793955267532,648.8793955267532,648,0.8793955267532283,649,1,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
25,1024,1024,3072,3145728,4096,264.3927114227268,0.25819600724875663,0.3565343972235323,11593.309711456299,9.35818346169838,0.7537831882354463,0.8768915941177231,3.0732740847504436,11.411095191719502,0.8,0.5,0.2,0.5,mixture,0.8,0.4359841554259152,0.4330319955388199,0.4300798356517246,1427.6419145984155,618.2146271934133,618.2146271934133,618,0.21462719341332104,618,0,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
26,1024,1024,3072,3145728,4096,190.06757798184532,0.18561286912289582,0.0,16323.916290283203,9.700386568497551,0.7948254584411654,0.8974127292205827,3.0732740847504436,11.411095191719502,0.8,0.5,0.2,0.5,mixture,0.8,0.15896509168823308,0.2945224636699788,0.4300798356517246,1427.6419145984155,420.4726139260508,420.4726139260508,420,0.4726139260508262,420,0,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
