layer_index,hidden_size,max_rank,target_module_intermediate_size,target_module_original_params,target_module_factorized_params_per_rank,mlp_input_effective_rank,mlp_input_effective_rank_ratio,mlp_output_uncentered_trace,log_mlp_output_uncentered_trace,normalized_log_mlp_output_trace,trace_weight,min_log_trace,max_log_trace,alpha,beta,target_factorized_param_ratio,trace_aware_unscaled_rank_score,rank_budget_scale,trace_aware_raw_rank,trace_aware_clipped_rank,initial_floor_rank,fractional_part,target_rank,budget_adjustment,uniform_rank,uniform_total_rank_budget,rounding,requested_uniform_rank,requested_total_rank_budget_per_module,actual_targeted_factorized_param_ratio
16,1024,1024,3072,3145728,4096,219.80522009772315,0.21465353525168276,724.3226075172424,6.585236883633182,0.42120870114942977,0.8263626103448289,3.0732740847504436,11.411095191719502,0.7,0.7,0.7,181.63881544737416,2.364608955197828,429.5047696183865,429.5047696183865,429,0.50476961838649,430,1,538,13988,round,537.5999999999999,13977.599999999999,0.7005208333333334
17,1024,1024,3072,3145728,4096,197.92164951083603,0.19328286085042581,770.0903038978577,6.646507785760653,0.4285572519688109,0.8285671755906432,3.0732740847504436,11.411095191719502,0.7,0.7,0.7,163.99138212343462,2.364608955197828,387.7754907443425,387.7754907443425,387,0.7754907443425054,388,1,538,13988,round,537.5999999999999,13977.599999999999,0.7005208333333334
18,1024,1024,3072,3145728,4096,200.4981937471705,0.19579901733122118,1198.0179481506348,7.088423760324968,0.48155862593627896,0.8444675877808836,3.0732740847504436,11.411095191719502,0.7,0.7,0.7,169.3142260280973,2.364608955197828,400.36193510842804,400.36193510842804,400,0.36193510842804244,400,0,538,13988,round,537.5999999999999,13977.599999999999,0.7005208333333334
19,1024,1024,3072,3145728,4096,207.32949709019636,0.20247021200214488,2415.680944442749,7.7897364909147,0.5656708564090039,0.8697012569227012,3.0732740847504436,11.411095191719502,0.7,0.7,0.7,180.31472421649528,2.364608955197828,426.3738116363514,426.3738116363514,426,0.3738116363513768,426,0,538,13988,round,537.5999999999999,13977.599999999999,0.7005208333333334
20,1024,1024,3072,3145728,4096,212.8535873720566,0.20786483141802403,3530.3433628082275,8.169150415114276,0.6111760212874452,0.8833528063862335,3.0732740847504436,11.411095191719502,0.7,0.7,0.7,188.02481375448355,2.364608955197828,444.60515840325553,444.60515840325553,444,0.6051584032555297,445,1,538,13988,round,537.5999999999999,13977.599999999999,0.7005208333333334
21,1024,1024,3072,3145728,4096,241.33974139415142,0.235683341205226,5855.095432281494,8.67506757517849,0.6718534037322844,0.9015560211196854,3.0732740847504436,11.411095191719502,0.7,0.7,0.7,217.58129698936497,2.364608955197828,514.4946833446106,514.4946833446106,514,0.49468334461062113,515,1,538,13988,round,537.5999999999999,13977.599999999999,0.7005208333333334
22,1024,1024,3072,3145728,4096,252.63023868510336,0.24670921746592125,7201.595020294189,8.882057811066282,0.6966788627139819,0.9090036588141945,3.0732740847504436,11.411095191719502,0.7,0.7,0.7,229.64181129186224,2.364608955197828,543.0130834685872,543.0130834685872,543,0.013083468587183233,543,0,538,13988,round,537.5999999999999,13977.599999999999,0.7005208333333334
23,1024,1024,3072,3145728,4096,262.9352776122106,0.2567727320431744,7674.694416046143,8.945683756163866,0.7043098665795366,0.911292959973861,3.0732740847504436,11.411095191719502,0.7,0.7,0.7,239.61106741678026,2.364608955197828,566.5864757782291,566.5864757782291,566,0.5864757782291008,567,1,538,13988,round,537.5999999999999,13977.599999999999,0.7005208333333334
24,1024,1024,3072,3145728,4096,276.6342071631844,0.27015059293279725,9804.912853240967,9.190638850599205,0.7336886564687316,0.9201065969406195,3.0732740847504436,11.411095191719502,0.7,0.7,0.7,254.53295895028393,2.364608955197828,601.8709141268425,601.8709141268425,601,0.8709141268425356,602,1,538,13988,round,537.5999999999999,13977.599999999999,0.7005208333333334
25,1024,1024,3072,3145728,4096,264.3927114227268,0.25819600724875663,11593.309711456299,9.35818346169838,0.7537831882354463,0.9261349564706338,3.0732740847504436,11.411095191719502,0.7,0.7,0.7,244.86333228463994,2.364608955197828,579.006028319841,579.006028319841,579,0.00602831984099339,579,0,538,13988,round,537.5999999999999,13977.599999999999,0.7005208333333334
26,1024,1024,3072,3145728,4096,190.06757798184532,0.18561286912289582,16323.916290283203,9.700386568497551,0.7948254584411654,0.9384476375323496,3.0732740847504436,11.411095191719502,0.7,0.7,0.7,178.36846952855836,2.364608955197828,421.77168037216,421.77168037216,421,0.7716803721600058,422,1,538,13988,round,537.5999999999999,13977.599999999999,0.7005208333333334
