layer_index,hidden_size,max_rank,target_module_intermediate_size,target_module_original_params,target_module_factorized_params_per_rank,mlp_input_effective_rank,mlp_input_effective_rank_ratio,normalized_mlp_input_effective_rank,mlp_output_uncentered_trace,log_mlp_output_uncentered_trace,normalized_log_mlp_output_trace,trace_weight,min_log_trace,max_log_trace,alpha,beta,trace_mix,uniform_shrink,allocation_rule,target_factorized_param_ratio,trace_aware_unscaled_rank_score,trace_aware_shrunk_rank_score,trace_aware_score_mean_before_shrink,rank_budget_scale,trace_aware_raw_rank,trace_aware_clipped_rank,initial_floor_rank,fractional_part,target_rank,budget_adjustment,uniform_rank,uniform_total_rank_budget,rounding,requested_uniform_rank,requested_total_rank_budget_per_module,actual_targeted_factorized_param_ratio
11,1024,1024,3072,3145728,4096,298.1661307997103,0.2911778621090921,0.5185440050411644,131.06204295158386,4.875670821400618,0.21617119311227062,0.6080855965561354,3.0732740847504436,11.411095191719502,0.8,0.5,0.5,0.25,mixture,0.8,0.3673575990767175,0.3796356558594726,0.416469826207738,1474.2964828710847,559.695512206078,559.695512206078,559,0.6955122060779786,560,1,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
12,1024,1024,3072,3145728,4096,297.410779664746,0.2904402145163535,0.5149206188576626,136.17220449447632,4.9139202942870455,0.22075865935743352,0.6103793296787168,3.0732740847504436,11.411095191719502,0.8,0.5,0.5,0.25,mixture,0.8,0.3678396391075481,0.37999718588259557,0.416469826207738,1474.2964828710847,560.2285146476204,560.2285146476204,560,0.2285146476203863,560,0,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
13,1024,1024,3072,3145728,4096,299.3761626409108,0.2923595338290145,0.5243484745812946,135.45276433229446,4.908622976830011,0.22012332341185814,0.6100616617059291,3.0732740847504436,11.411095191719502,0.8,0.5,0.5,0.25,mixture,0.8,0.3722358989965764,0.3832943807993668,0.416469826207738,1474.2964828710847,565.0895575167566,565.0895575167566,565,0.0895575167565994,565,0,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
14,1024,1024,3072,3145728,4096,298.1413112623489,0.2911536242796376,0.5184249468116955,158.63427424430847,5.066601390798636,0.239070529395515,0.6195352646977575,3.0732740847504436,11.411095191719502,0.8,0.5,0.5,0.25,mixture,0.8,0.37874773810360524,0.3881782601296384,0.416469826207738,1474.2964828710847,572.2898436361429,572.2898436361429,572,0.28984363614290487,572,0,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
15,1024,1024,3072,3145728,4096,251.6299821720854,0.24573240446492714,0.29531214615385953,240.63357400894165,5.483275336652188,0.28904449027904616,0.644522245139523,3.0732740847504436,11.411095191719502,0.8,0.5,0.5,0.25,mixture,0.8,0.29217831821645285,0.32325119521427415,0.416469826207738,1474.2964828710847,476.5681001882788,476.5681001882788,476,0.5681001882787768,477,1,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
16,1024,1024,3072,3145728,4096,219.80522009772315,0.21465353525168276,0.1426501617392574,724.3226075172424,6.585236883633182,0.42120870114942977,0.7106043505747148,3.0732740847504436,11.411095191719502,0.8,0.5,0.5,0.25,mixture,0.8,0.28192943144434357,0.31556453013519215,0.416469826207738,1474.2964828710847,465.2356768971802,465.2356768971802,465,0.23567689718021256,465,0,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
17,1024,1024,3072,3145728,4096,197.92164951083603,0.19328286085042581,0.03767563580045961,770.0903038978577,6.646507785760653,0.4285572519688109,0.7142786259844054,3.0732740847504436,11.411095191719502,0.8,0.5,0.5,0.25,mixture,0.8,0.23311644388463526,0.27895478946541097,0.416469826207738,1474.2964828710847,411.2620649888993,411.2620649888993,411,0.262064988899283,411,0,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
18,1024,1024,3072,3145728,4096,200.4981937471705,0.19579901733122118,0.05003520521787547,1198.0179481506348,7.088423760324968,0.48155862593627896,0.7407793129681395,3.0732740847504436,11.411095191719502,0.8,0.5,0.5,0.25,mixture,0.8,0.2657969155770772,0.3034651432347424,0.416469826207738,1474.2964828710847,447.3975933449506,447.3975933449506,447,0.3975933449506215,447,0,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
19,1024,1024,3072,3145728,4096,207.32949709019636,0.20247021200214488,0.0828046669988504,2415.680944442749,7.7897364909147,0.5656708564090039,0.782835428204502,3.0732740847504436,11.411095191719502,0.8,0.5,0.5,0.25,mixture,0.8,0.32423776170392715,0.34729577782987986,0.416469826207738,1474.2964828710847,512.0169437705695,512.0169437705695,512,0.016943770569469052,512,0,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
20,1024,1024,3072,3145728,4096,212.8535873720566,0.20786483141802403,0.10930348520034061,3530.3433628082275,8.169150415114276,0.6111760212874452,0.8055880106437225,3.0732740847504436,11.411095191719502,0.8,0.5,0.5,0.25,mixture,0.8,0.3602397532438929,0.37429727148485414,0.416469826207738,1474.2964828710847,551.825150898364,551.825150898364,551,0.8251508983639724,552,1,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
21,1024,1024,3072,3145728,4096,241.33974139415142,0.235683341205226,0.24595031357855848,5855.095432281494,8.67506757517849,0.6718534037322844,0.8359267018661423,3.0732740847504436,11.411095191719502,0.8,0.5,0.5,0.25,mixture,0.8,0.45890185865542144,0.44829385054350057,0.416469826207738,1474.2964828710847,660.9180471490185,660.9180471490185,660,0.9180471490185482,661,1,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
22,1024,1024,3072,3145728,4096,252.63023868510336,0.24670921746592125,0.30011033266800063,7201.595020294189,8.882057811066282,0.6966788627139819,0.848339431356991,3.0732740847504436,11.411095191719502,0.8,0.5,0.5,0.25,mixture,0.8,0.49839459769099126,0.47791340482017797,0.416469826207738,1474.2964828710847,704.5860518433333,704.5860518433333,704,0.58605184333328,705,1,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
23,1024,1024,3072,3145728,4096,262.9352776122106,0.2567727320431744,0.3495431513142478,7674.694416046143,8.945683756163866,0.7043098665795366,0.8521549332897683,3.0732740847504436,11.411095191719502,0.8,0.5,0.5,0.25,mixture,0.8,0.5269265089468922,0.49931233826210364,0.416469826207738,1474.2964828710847,736.1344241539567,736.1344241539567,736,0.13442415395672924,736,0,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
24,1024,1024,3072,3145728,4096,276.6342071631844,0.27015059293279725,0.4152563140622022,9804.912853240967,9.190638850599205,0.7336886564687316,0.8668443282343659,3.0732740847504436,11.411095191719502,0.8,0.5,0.5,0.25,mixture,0.8,0.5744724852654669,0.5349718205010346,0.416469826207738,1474.2964828710847,788.7070733998166,788.7070733998166,788,0.7070733998166361,789,1,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
25,1024,1024,3072,3145728,4096,264.3927114227268,0.25819600724875663,0.3565343972235323,11593.309711456299,9.35818346169838,0.7537831882354463,0.8768915941177231,3.0732740847504436,11.411095191719502,0.8,0.5,0.5,0.25,mixture,0.8,0.5551587927294893,0.5204865510990515,0.416469826207738,1474.2964828710847,767.3514916670327,767.3514916670327,767,0.3514916670327466,767,0,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
26,1024,1024,3072,3145728,4096,190.06757798184532,0.18561286912289582,0.0,16323.916290283203,9.700386568497551,0.7948254584411654,0.8974127292205827,3.0732740847504436,11.411095191719502,0.8,0.5,0.5,0.25,mixture,0.8,0.3974127292205827,0.4021770034673715,0.416469826207738,1474.2964828710847,592.9281417035778,592.9281417035778,592,0.9281417035778077,593,1,614,15964,round,614.4000000000001,15974.400000000001,0.7994791666666666
