base_model_id,layer_index,alpha,w,hidden_size,intermediate_size,max_rank,uniform_rank,uniform_rank_ratio,rank_signal_raw,rank_signal,importance_signal_raw,importance_signal,protection_score,mlp_input_effective_rank_centered_ratio,mlp_output_effective_rank_centered_ratio,mlp_output_uncentered_trace_log,raw_rank,clipped_rank,initial_floor_rank,fractional_part,target_rank,budget_adjustment,target_rank_ratio
Qwen3-0.6B,0,0.8,0.75,1024,3072,1024,614,0.599609375,0.3931065499782562,0.8104531324396645,2.8837237918340533,0.0,0.6078398493297484,0.3543747663497925,0.43183833360671997,2.8837237918340533,624.5774843106195,624.5774843106195,624,0.5774843106195249,625,1,0.6103515625
Qwen3-0.6B,1,0.8,0.75,1024,3072,1024,614,0.599609375,0.33867600560188293,0.6793775527249376,3.0732739337569326,0.02150055242095408,0.5149083026489417,0.2560577392578125,0.42129427194595337,3.0732739337569326,529.0869505738206,529.0869505738206,529,0.08695057382055893,529,0,0.5166015625
Qwen3-0.6B,2,0.8,0.75,1024,3072,1024,614,0.599609375,0.138154007086996,0.19649542280996765,11.411095861077905,0.9672544073449042,0.3891851689437018,0.27532777190208435,0.0009802422719076276,11.411095861077905,399.9018722084371,399.9018722084371,399,0.901872208437112,400,1,0.390625
Qwen3-0.6B,3,0.8,0.75,1024,3072,1024,614,0.599609375,0.40402117371559143,0.8367369157479264,3.862839220556841,0.11106044230757832,0.6553177973878394,0.2852398157119751,0.5228025317192078,3.862839220556841,673.3627974009855,673.3627974009855,673,0.36279740098552793,673,0,0.6572265625
Qwen3-0.6B,4,0.8,0.75,1024,3072,1024,614,0.599609375,0.43755054473876953,0.9174798477668266,4.048308266400844,0.1320980785877757,0.7211344054720639,0.3512532114982605,0.5238478779792786,4.048308266400844,740.9917485933618,740.9917485933618,740,0.9917485933617627,741,1,0.7236328125
Qwen3-0.6B,5,0.8,0.75,1024,3072,1024,614,0.599609375,0.4718179255723953,1.0,4.096440320924379,0.13755766701600555,0.7843894167540014,0.3891923129558563,0.5544435381889343,4.096440320924379,805.988566192729,805.988566192729,805,0.9885661927289675,806,1,0.787109375
Qwen3-0.6B,6,0.8,0.75,1024,3072,1024,614,0.599609375,0.4493945389986038,0.9460016718920976,4.253970772206001,0.15542624622843954,0.7483578154761832,0.3801378905773163,0.5186511874198914,4.253970772206001,768.9647894419971,768.9647894419971,768,0.9647894419971408,769,1,0.7509765625
Qwen3-0.6B,7,0.8,0.75,1024,3072,1024,614,0.599609375,0.3647387772798538,0.7421399767609806,4.370078285933584,0.16859624789682243,0.5987540445449412,0.38119521737098694,0.3482823371887207,4.370078285933584,615.241490460118,615.241490460118,615,0.24149046011802966,615,0,0.6005859375
Qwen3-0.6B,8,0.8,0.75,1024,3072,1024,614,0.599609375,0.4264995753765106,0.8908677270878255,4.351884232834667,0.16653250798908847,0.7097839223131412,0.35653260350227356,0.4964665472507477,4.351884232834667,729.3287156004984,729.3287156004984,729,0.32871560049841264,729,0,0.7119140625
Qwen3-0.6B,9,0.8,0.75,1024,3072,1024,614,0.599609375,0.3894316703081131,0.8016035611435347,4.531390529073648,0.1868937933620522,0.647926119198164,0.30673232674598694,0.47213101387023926,4.531390529073648,665.767580052811,665.767580052811,665,0.767580052811013,666,1,0.650390625
Qwen3-0.6B,10,0.8,0.75,1024,3072,1024,614,0.599609375,0.3316478729248047,0.6624529274889658,4.993031090779406,0.23925738958996565,0.5566540430142157,0.2906745970249176,0.3726211488246918,4.993031090779406,571.9822124207983,571.9822124207983,571,0.9822124207983052,572,1,0.55859375
Qwen3-0.6B,11,0.8,0.75,1024,3072,1024,614,0.599609375,0.3403451293706894,0.6833970121685015,4.875670815943235,0.22594528802330308,0.5690340811322019,0.291177898645401,0.3895123600959778,4.875670815943235,584.7031504638168,584.7031504638168,584,0.7031504638167689,585,1,0.5712890625
Qwen3-0.6B,12,0.8,0.75,1024,3072,1024,614,0.599609375,0.3485386073589325,0.7031279351179878,4.9139201156992245,0.23028388184405066,0.5849169217995035,0.29044032096862793,0.40663689374923706,4.9139201156992245,601.023345131258,601.023345131258,601,0.02334513125799731,601,0,0.5869140625
Qwen3-0.6B,13,0.8,0.75,1024,3072,1024,614,0.599609375,0.3631526678800583,0.7383204263329783,4.9086229359062825,0.229683026098621,0.611161076274389,0.29235947132110596,0.4339458644390106,4.9086229359062825,627.9901654176505,627.9901654176505,627,0.9901654176504735,628,1,0.61328125
Qwen3-0.6B,14,0.8,0.75,1024,3072,1024,614,0.599609375,0.3423183411359787,0.6881487536584778,5.0666012179599536,0.2476024024715977,0.5780121658617579,0.2911534607410431,0.3934832215309143,5.0666012179599536,593.928458051822,593.928458051822,593,0.9284580518219627,594,1,0.580078125
Qwen3-0.6B,15,0.8,0.75,1024,3072,1024,614,0.599609375,0.30139637738466263,0.589603530875494,5.483275152364272,0.2948654626741598,0.5159190138251604,0.24573256075382233,0.35706019401550293,5.483275152364272,530.1254929538625,530.1254929538625,530,0.1254929538624765,530,0,0.517578125
Qwen3-0.6B,16,0.8,0.75,1024,3072,1024,614,0.599609375,0.27267269045114517,0.520433289065651,6.585236748677262,0.4198602678853601,0.49529003377057823,0.21465320885181427,0.3306921720504761,6.585236748677262,508.92846797994514,508.92846797994514,508,0.9284679799451396,509,1,0.4970703125
Qwen3-0.6B,17,0.8,0.75,1024,3072,1024,614,0.599609375,0.28448987752199173,0.5488905581166095,6.646507663778951,0.42681018893875433,0.5183704658221457,0.19328297674655914,0.3756967782974243,6.646507663778951,532.6444487657819,532.6444487657819,532,0.6444487657819309,533,1,0.5205078125
Qwen3-0.6B,18,0.8,0.75,1024,3072,1024,614,0.599609375,0.2929583862423897,0.569283789574482,7.0884236552472295,0.47693643967027527,0.5461969520984303,0.19579879939556122,0.39011797308921814,7.0884236552472295,561.237172350473,561.237172350473,561,0.23717235047297436,561,0,0.5478515625
Qwen3-0.6B,19,0.8,0.75,1024,3072,1024,614,0.599609375,0.2957574352622032,0.5760242507828996,7.789736374847939,0.5564858968128177,0.5711396622903792,0.2024700790643692,0.38904479146003723,7.789736374847939,586.8667114482378,586.8667114482378,586,0.8667114482377656,587,1,0.5732421875
Qwen3-0.6B,20,0.8,0.75,1024,3072,1024,614,0.599609375,0.31449004262685776,0.6211347195100188,8.169150248169954,0.5995225719101976,0.6157316826100635,0.20786477625370026,0.42111530900001526,8.169150248169954,632.6866291491048,632.6866291491048,632,0.6866291491047605,633,1,0.6181640625
Qwen3-0.6B,21,0.8,0.75,1024,3072,1024,614,0.599609375,0.3230208605527878,0.6416779993521258,8.67506745464774,0.6569084398826095,0.6454856094847468,0.23568344116210938,0.4103582799434662,8.67506745464774,663.2598678340044,663.2598678340044,663,0.2598678340043534,663,0,0.6474609375
Qwen3-0.6B,22,0.8,0.75,1024,3072,1024,614,0.599609375,0.33750075846910477,0.6765474101826955,8.88205777027925,0.6803872201500271,0.6775073626745284,0.24670927226543427,0.42829224467277527,8.88205777027925,696.1633802847642,696.1633802847642,696,0.16338028476423005,696,0,0.6796875
Qwen3-0.6B,23,0.8,0.75,1024,3072,1024,614,0.599609375,0.3394097536802292,0.6811445101536335,8.945683618481352,0.6876042597719417,0.6827594475582105,0.25677263736724854,0.42204686999320984,8.945683618481352,701.5600879334206,701.5600879334206,701,0.5600879334206184,701,0,0.6845703125
Qwen3-0.6B,24,0.8,0.75,1024,3072,1024,614,0.599609375,0.34725403785705566,0.700034530595371,9.19063867513323,0.7153893565431395,0.7038732370823132,0.27015042304992676,0.42435765266418457,9.19063867513323,723.2552722155456,723.2552722155456,723,0.255272215545574,723,0,0.7060546875
Qwen3-0.6B,25,0.8,0.75,1024,3072,1024,614,0.599609375,0.29430726170539856,0.5725320509193309,9.358183281053762,0.7343938349671554,0.612997496931287,0.25819599628448486,0.33041852712631226,9.358183281053762,629.877154227756,629.877154227756,629,0.8771542277560229,630,1,0.615234375
Qwen3-0.6B,26,0.8,0.75,1024,3072,1024,614,0.599609375,0.2920568287372589,0.5671127259927171,9.700386491848008,0.7732097282060746,0.6186369765460564,0.18561270833015442,0.3985009491443634,9.700386491848008,635.6719240088055,635.6719240088055,635,0.6719240088054903,636,1,0.62109375
Qwen3-0.6B,27,0.8,0.75,1024,3072,1024,614,0.599609375,0.05655716918408871,0.0,11.699782942860654,1.0,0.25,0.10807469487190247,0.005039643496274948,11.699782942860654,256.8840645275755,256.8840645275755,256,0.8840645275755037,257,1,0.2509765625
