layer_index,hidden_size,max_rank,target_module_intermediate_size,target_module_original_params,target_module_factorized_params_per_rank,mlp_input_effective_rank,mlp_input_effective_rank_ratio,normalized_mlp_input_effective_rank,mlp_output_uncentered_trace,log_mlp_output_uncentered_trace,normalized_log_mlp_output_trace,trace_weight,min_log_trace,max_log_trace,alpha,beta,trace_mix,uniform_shrink,allocation_rule,target_factorized_param_ratio,trace_aware_unscaled_rank_score,trace_aware_shrunk_rank_score,trace_aware_score_mean_before_shrink,rank_budget_scale,trace_aware_raw_rank,trace_aware_clipped_rank,initial_floor_rank,fractional_part,target_rank,budget_adjustment,uniform_rank,uniform_total_rank_budget,rounding,requested_uniform_rank,requested_total_rank_budget_per_module,actual_targeted_factorized_param_ratio
12,1024,1024,3072,3145728,4096,297.410779664746,0.2904402145163535,0.6487156699042265,136.17220449447632,4.9139202942870455,0.23028389578569,0.615141947892845,2.883723801001058,11.699783153997922,0.8,0.5,0.7,0.5,mixture,0.8,0.35581342802125093,0.4058404986513293,0.45586756928140765,1346.8823872859818,546.6194196808357,546.6194196808357,546,0.6194196808356764,547,1,614,17192,round,614.4,17203.2,0.7994791666666666
13,1024,1024,3072,3145728,4096,299.3761626409108,0.2923595338290145,0.6555431255967699,135.45276433229446,4.908622976830011,0.2296830244388752,0.6148415122194376,2.883723801001058,11.699783153997922,0.8,0.5,0.7,0.5,mixture,0.8,0.3574410547862436,0.4066543120338256,0.45586756928140765,1346.8823872859818,547.7155305922577,547.7155305922577,547,0.7155305922576645,548,1,614,17192,round,614.4,17203.2,0.7994791666666666
14,1024,1024,3072,3145728,4096,298.1413112623489,0.2911536242796376,0.6512534308267158,158.63427424430847,5.066601390798636,0.2476024153643597,0.6238012076821798,2.883723801001058,11.699783153997922,0.8,0.5,0.7,0.5,mixture,0.8,0.36869772000306655,0.4122826446422371,0.45586756928140765,1346.8823872859818,555.2962326523144,555.2962326523144,555,0.29623265231441565,555,0,614,17192,round,614.4,17203.2,0.7994791666666666
15,1024,1024,3072,3145728,4096,251.6299821720854,0.24573240446492714,0.4896798126483712,240.63357400894165,5.483275336652188,0.2948654757828347,0.6474327378914173,2.883723801001058,11.699783153997922,0.8,0.5,0.7,0.5,mixture,0.8,0.35330977684249565,0.4045886730619517,0.45586756928140765,1346.8823872859818,544.9333578425491,544.9333578425491,544,0.9333578425490714,545,1,614,17192,round,614.4,17203.2,0.7994791666666666
16,1024,1024,3072,3145728,4096,219.80522009772315,0.21465353525168276,0.3791252003292817,724.3226075172424,6.585236883633182,0.4198602725347873,0.7099301362673937,2.883723801001058,11.699783153997922,0.8,0.5,0.7,0.5,mixture,0.8,0.40763975087313564,0.4317536600772717,0.45586756928140765,1346.8823872859818,581.521400404336,581.521400404336,581,0.5214004043359637,582,1,614,17192,round,614.4,17203.2,0.7994791666666666
17,1024,1024,3072,3145728,4096,197.92164951083603,0.19328286085042581,0.30310484684674227,770.0903038978577,6.646507785760653,0.4268101919573061,0.7134050959786531,2.883723801001058,11.699783153997922,0.8,0.5,0.7,0.5,mixture,0.8,0.3896985884241369,0.4227830788527723,0.45586756928140765,1346.8823872859818,569.4390825493394,569.4390825493394,569,0.4390825493394459,569,0,614,17192,round,614.4,17203.2,0.7994791666666666
18,1024,1024,3072,3145728,4096,200.4981937471705,0.19579901733122118,0.3120553882052403,1198.0179481506348,7.088423760324968,0.4769364396230609,0.7384682198115304,2.883723801001058,11.699783153997922,0.8,0.5,0.7,0.5,mixture,0.8,0.42747212419771474,0.4416698467395612,0.45586756928140765,1346.8823872859818,594.8773375688139,594.8773375688139,594,0.877337568813914,595,1,614,17192,round,614.4,17203.2,0.7994791666666666
19,1024,1024,3072,3145728,4096,207.32949709019636,0.20247021200214488,0.33578634622332815,2415.680944442749,7.7897364909147,0.5564858961896542,0.7782429480948271,2.883723801001058,11.699783153997922,0.8,0.5,0.7,0.5,mixture,0.8,0.4902760311997564,0.47307180024058204,0.45586756928140765,1346.8823872859818,637.1720756657122,637.1720756657122,637,0.17207566571221378,637,0,614,17192,round,614.4,17203.2,0.7994791666666666
20,1024,1024,3072,3145728,4096,212.8535873720566,0.20786483141802403,0.3549762354705661,3530.3433628082275,8.169150415114276,0.5995225760721008,0.7997612880360504,2.883723801001058,11.699783153997922,0.8,0.5,0.7,0.5,mixture,0.8,0.5261586738916404,0.491013121586524,0.45586756928140765,1346.8823872859818,661.3369253911995,661.3369253911995,661,0.3369253911995429,661,0,614,17192,round,614.4,17203.2,0.7994791666666666
21,1024,1024,3072,3145728,4096,241.33974139415142,0.235683341205226,0.45393300715092977,5855.095432281494,8.67506757517849,0.6569084374651774,0.8284542187325887,2.883723801001058,11.699783153997922,0.8,0.5,0.7,0.5,mixture,0.8,0.5960158083709031,0.5259416888261553,0.45586756928140765,1346.8823872859818,708.3815974193931,708.3815974193931,708,0.38159741939307423,708,0,614,17192,round,614.4,17203.2,0.7994791666666666
22,1024,1024,3072,3145728,4096,252.63023868510336,0.24670921746592125,0.4931545588462518,7201.595020294189,8.882057811066282,0.6803872081494321,0.840193604074716,2.883723801001058,11.699783153997922,0.8,0.5,0.7,0.5,mixture,0.8,0.624217413358478,0.5400424913199429,0.45586756928140765,1346.8823872859818,727.3737199448738,727.3737199448738,727,0.3737199448737556,727,0,614,17192,round,614.4,17203.2,0.7994791666666666
23,1024,1024,3072,3145728,4096,262.9352776122106,0.2567727320431744,0.5289527709697999,7674.694416046143,8.945683756163866,0.6876042585968019,0.8438021292984009,2.883723801001058,11.699783153997922,0.8,0.5,0.7,0.5,mixture,0.8,0.6400088123087013,0.5479381907950545,0.45586756928140765,1346.8823872859818,738.0082985032047,738.0082985032047,738,0.008298503204741792,738,0,614,17192,round,614.4,17203.2,0.7994791666666666
24,1024,1024,3072,3145728,4096,276.6342071631844,0.27015059293279725,0.5765408673758521,9804.912853240967,9.190638850599205,0.7153893590172148,0.8576946795086073,2.883723801001058,11.699783153997922,0.8,0.5,0.7,0.5,mixture,0.8,0.673734811524806,0.5648011904031068,0.45586756928140765,1346.8823872859818,760.7207756721009,760.7207756721009,760,0.7207756721008991,761,1,614,17192,round,614.4,17203.2,0.7994791666666666
25,1024,1024,3072,3145728,4096,264.3927114227268,0.25819600724875663,0.5340156848582324,11593.309711456299,9.35818346169838,0.7343938375932603,0.8671969187966302,2.883723801001058,11.699783153997922,0.8,0.5,0.7,0.5,mixture,0.8,0.6742803917727518,0.5650739805270797,0.45586756928140765,1346.8823872859818,761.0881918855055,761.0881918855055,761,0.08819188550546642,761,0,614,17192,round,614.4,17203.2,0.7994791666666666
26,1024,1024,3072,3145728,4096,190.06757798184532,0.18561286912289582,0.27582094034069915,16323.916290283203,9.700386568497551,0.7732097181468373,0.8866048590734186,2.883723801001058,11.699783153997922,0.8,0.5,0.7,0.5,mixture,0.8,0.6239930848049958,0.5399303270432018,0.45586756928140765,1346.8823872859818,727.2226478560485,727.2226478560485,727,0.22264785604852477,727,0,614,17192,round,614.4,17203.2,0.7994791666666666
27,1024,1024,3072,3145728,4096,110.6684862810468,0.10807469363383476,0.0,120545.57232666016,11.699783153997922,1.0,1.0,2.883723801001058,11.699783153997922,0.8,0.5,0.7,0.5,mixture,0.8,0.7,0.5779337846407038,0.45586756928140765,1346.8823872859818,778.4088355500936,778.4088355500936,778,0.40883555009361316,778,0,614,17192,round,614.4,17203.2,0.7994791666666666
