base_model_id,layer_index,alpha,w,hidden_size,intermediate_size,max_rank,uniform_rank,uniform_rank_ratio,rank_signal_raw,rank_signal,importance_signal_raw,importance_signal,protection_score,mlp_input_effective_rank_centered_ratio,mlp_output_effective_rank_centered_ratio,mlp_output_uncentered_trace_log,raw_rank,clipped_rank,initial_floor_rank,fractional_part,target_rank,budget_adjustment,target_rank_ratio
Qwen2.5-1.5B,0,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.31200867891311646,0.5022832831211574,5.095707493851573,0.0,0.2511416415605787,0.26855472723642987,0.35546263058980304,5.095707493851573,384.4508163400203,384.4508163400203,384,0.45081634002031024,385,1,0.2506510416666667
Qwen2.5-1.5B,1,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.09865132040188958,0.0,10.85194450053264,0.7844655449741961,0.39223277248709804,0.19663095474243164,0.0006716860613475243,10.85194450053264,600.434912509723,600.434912509723,600,0.4349125097229489,601,1,0.3912760416666667
Qwen2.5-1.5B,2,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.10414833781154205,0.012941011133436564,11.100949323199416,0.8184001629699066,0.4156705870516716,0.2076153556505839,0.000681319972500205,11.100949323199416,636.31381688649,636.31381688649,636,0.3138168864900308,636,0,0.4140625
Qwen2.5-1.5B,3,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.19426631430784863,0.22509564886728503,5.901431419505626,0.10980483564233753,0.16745024225481128,0.22598308324813843,0.1625495453675588,5.901431419505626,256.3349587554078,256.3349587554078,256,0.33495875540779707,256,0,0.16666666666666666
Qwen2.5-1.5B,4,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.35604904095331824,0.6059625646315393,5.934027217565152,0.11424702251875629,0.3601047935751478,0.285170316696167,0.42692776521046955,5.934027217565152,551.252994117767,551.252994117767,551,0.25299411776700254,551,0,0.3587239583333333
Qwen2.5-1.5B,5,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.2754272619883219,0.416163758946214,5.941860980011476,0.11531461523940366,0.2657391870928088,0.2627461552619934,0.28810836871465045,5.941860980011476,406.79692454236226,406.79692454236226,406,0.7969245423622624,407,1,0.2649739583333333
Qwen2.5-1.5B,6,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.5234262744585673,1.0,5.959551079675361,0.11772543912614956,0.5588627195630748,0.44796613852183026,0.5988864103953043,5.959551079675361,855.5141529812847,855.5141529812847,855,0.5141529812847239,856,1,0.5572916666666666
Qwen2.5-1.5B,7,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.5056321223576863,0.9581092248237717,5.94679231928521,0.11598666292373853,0.5370479438737551,0.4371483325958252,0.5741159121195475,5.94679231928521,822.119817139889,822.119817139889,822,0.11981713988905085,822,0,0.53515625
Qwen2.5-1.5B,8,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.4865259528160095,0.9131297142400865,5.92384037832538,0.11285875021750862,0.5129942322287976,0.43888962268829346,0.5341622829437256,5.92384037832538,785.298089685819,785.298089685819,785,0.2980896858190363,785,0,0.5110677083333334
Qwen2.5-1.5B,9,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.46152305603027344,0.8542682005209891,5.802451708221842,0.09631578488513252,0.4752919927030608,0.4441245396931966,0.4789215723673503,5.802451708221842,727.5830223101038,727.5830223101038,727,0.5830223101038428,728,1,0.4739583333333333
Qwen2.5-1.5B,10,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.4372164209683736,0.797045817633846,5.691156717453628,0.08114839593214984,0.4390971067829979,0.4135955174763997,0.4608373244603475,5.691156717453628,672.1754309889906,672.1754309889906,672,0.17543098899056986,672,0,0.4375
Qwen2.5-1.5B,11,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.3934938311576843,0.6941146316184498,5.645983776604161,0.0749921838754825,0.3845534077469661,0.36632851759592694,0.4206591447194417,5.645983776604161,588.6792433782686,588.6792433782686,588,0.6792433782685521,589,1,0.3834635416666667
Qwen2.5-1.5B,12,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.42847232023874915,0.7764605626744452,5.542469279557011,0.060885128129763204,0.4186728454021042,0.37926193078358966,0.4776827096939087,5.542469279557011,640.9097121212078,640.9097121212078,640,0.9097121212078036,641,1,0.4173177083333333
Qwen2.5-1.5B,13,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.44760364294052124,0.8214992885198946,5.349655116429361,0.03460822754677505,0.42805375803333484,0.4084198474884033,0.48678743839263916,5.349655116429361,655.27013238716,655.27013238716,655,0.27013238715994703,655,0,0.4264322916666667
Qwen2.5-1.5B,14,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.44366528590520227,0.8122276565705366,5.474329259203706,0.05159894027145111,0.43191329842099385,0.4233919382095337,0.4639386336008708,5.474329259203706,661.1783658585689,661.1783658585689,661,0.17836585856889542,661,0,0.4303385416666667
Qwen2.5-1.5B,15,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.3448569575945536,0.5796142989160628,5.390246314853323,0.04014003531560931,0.309877167115836,0.3444030284881592,0.34531088670094806,5.390246314853323,474.3639052549542,474.3639052549542,474,0.36390525495420434,474,0,0.30859375
Qwen2.5-1.5B,16,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.38555396596590674,0.675422698122959,5.516437947867181,0.057337553077386985,0.36638012560017297,0.32248979806900024,0.4486181338628133,5.516437947867181,560.8593521268734,560.8593521268734,560,0.8593521268734321,561,1,0.365234375
Qwen2.5-1.5B,17,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.36699069539705914,0.6317212736590987,5.820033122975589,0.09871179708723749,0.3652165353731681,0.285575012365977,0.4484063784281413,5.820033122975589,559.0781134207891,559.0781134207891,559,0.07811342078912276,559,0,0.3639322916666667
Qwen2.5-1.5B,18,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.37158215045928955,0.6425304209931898,5.996808443100545,0.12280290863786635,0.3826666648155281,0.2774771451950073,0.4656871557235718,5.996808443100545,585.7909933226116,585.7909933226116,585,0.7909933226115982,586,1,0.3815104166666667
Qwen2.5-1.5B,19,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.35575952132542926,0.6052809810656439,6.610111809535229,0.2063844844184117,0.4058327327420278,0.2710086901982625,0.440510352452596,6.610111809535229,621.2539044925335,621.2539044925335,621,0.25390449253347924,621,0,0.404296875
Qwen2.5-1.5B,20,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.3988916575908661,0.7068221285686149,6.5648364286207315,0.2002143117306328,0.45351822014962384,0.3012956976890564,0.4964876174926758,6.5648364286207315,694.2514545901741,694.2514545901741,694,0.2514545901741485,694,0,0.4518229166666667
Qwen2.5-1.5B,21,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.41204680005709327,0.7377918040181516,7.134209749399531,0.2778090584132474,0.5078004312156995,0.30493392546971637,0.5191596746444702,7.134209749399531,777.3473530935701,777.3473530935701,777,0.3473530935700637,777,0,0.505859375
Qwen2.5-1.5B,22,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.39915349086125695,0.7074385332504124,7.559661905147824,0.3357900895681766,0.5216143114092945,0.2987742821375529,0.49953269958496094,7.559661905147824,798.4938164369253,798.4938164369253,798,0.4938164369252718,799,1,0.5201822916666666
Qwen2.5-1.5B,23,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.40051709612210595,0.7106487160726959,7.922435517815918,0.38522922826827316,0.5479389721704845,0.32069486379623413,0.4803393284479777,7.922435517815918,838.7919416567223,838.7919416567223,838,0.7919416567223152,839,1,0.5462239583333334
Qwen2.5-1.5B,24,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.37001393238703406,0.6388385411935954,8.16418298060569,0.41817480624280673,0.528506673718201,0.34380364418029785,0.3962242205937703,8.16418298060569,809.0447322456489,809.0447322456489,809,0.04473224564890188,809,0,0.5266927083333334
Qwen2.5-1.5B,25,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.3903663953145345,0.6867520604186126,8.433153884923625,0.4548304211511354,0.570791240784874,0.3487296899159749,0.43200310071309406,8.433153884923625,873.7744848519903,873.7744848519903,873,0.7744848519903371,874,1,0.5690104166666666
Qwen2.5-1.5B,26,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.16186062401781479,0.14880656924864546,12.43348930410356,1.0,0.5744032846243228,0.32290156682332355,0.0008196812123060226,12.43348930410356,879.3038474622808,879.3038474622808,879,0.30384746228082804,879,0,0.572265625
Qwen2.5-1.5B,27,0.5,0.5,1536,8960,1536,656,0.4270833333333333,0.12802118683854738,0.06914218024431587,10.832549817570735,0.7818224188274349,0.42548229953587535,0.2289918065071106,0.02705056716998418,10.832549817570735,651.3337110418598,651.3337110418598,651,0.3337110418598286,651,0,0.423828125
