layer_index,mlp_input_hook_name,mlp_input_name,mlp_input_direct_target_weight_names,mlp_input_block_weight_names,mlp_input_token_count,mlp_output_token_count,hidden_size,mlp_input_effective_rank,mlp_input_effective_rank_ratio,mlp_input_second_moment_effective_rank,mlp_input_second_moment_effective_rank_ratio,mlp_input_covariance_trace,mlp_input_covariance_top_eigenvalue,mlp_input_second_moment_trace,mlp_input_second_moment_top_eigenvalue,mlp_residual_second_moment_trace,mlp_residual_second_moment_top_eigenvalue,mlp_input_positive_covariance_eigenvalues,mlp_output_uncentered_trace,mlp_output_to_residual_trace_ratio,gate_proj_weight_effective_rank,gate_proj_weight_effective_rank_ratio,up_proj_weight_effective_rank,up_proj_weight_effective_rank_ratio,down_proj_weight_effective_rank,down_proj_weight_effective_rank_ratio,average_mlp_weight_effective_rank_ratio,weight_input_rank_gap
0,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,362.8796333190263,0.35437464191311163,82.03760469055466,0.08011484833061978,134.26523451772925,8.714743216664477,207.524419307642,77.24519025617138,35.11570917425908,8.760253619442299,1024,17.880733653903008,0.5091947186705301,735.4176635742188,0.718181312084198,854.6103515625,0.8345804214477539,837.189208984375,0.8175675868988037,0.7901097734769186,0.43573513156380694
1,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,262.2029705967907,0.2560575884734284,12.85718466908963,0.012555844403407842,524.8269724627096,55.70540292884916,1482.7773485197426,986.1344760935197,72.95897836376722,18.1598267729767,1024,21.612548276782036,0.29622876802117104,779.0768432617188,0.7608172297477722,833.3616333007812,0.8138297200202942,810.2685546875,0.7912778854370117,0.788641611735026,0.5325840232615976
2,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,281.9363457302062,0.2753284626271545,20.120548260676607,0.019648972910817,423.6471551556003,41.9798239046386,993.0978717594413,595.0077356917413,118.96735800924529,33.880323512306276,1024,90318.28329467773,759.1854169583127,755.8449096679688,0.7381297945976257,817.9677124023438,0.7987965941429138,816.1085815429688,0.7969810366630554,0.7779691418011984,0.5026406791740439
3,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,292.08552662010305,0.2852397720899444,25.31584303295813,0.024722502961873175,550.0913671188056,58.27479230329716,1188.7714913789305,670.066210945132,90470.71632456893,90321.87557405188,1024,47.600313514471054,0.0005261405618112073,790.007080078125,0.771491289138794,836.830810546875,0.8172175884246826,806.469482421875,0.7875678539276123,0.7920922438303629,0.5068524717404186
4,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,359.68342205115255,0.35125334184682866,45.74512916469211,0.04467297769989464,532.8016538263685,42.482925932082864,986.9257410010404,467.3187219053127,90532.91373483336,90340.79060007358,1024,57.30045059323311,0.0006329239635549942,763.8303833007812,0.7459281086921692,829.2371826171875,0.8098019361495972,803.9530029296875,0.785110354423523,0.7802801330884298,0.42902679124160115
5,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,398.53311179759856,0.38919249198984235,68.43902543994132,0.0668349857811927,433.4628080388799,27.908015941837952,722.5418032773871,297.99073503845,90668.2109196524,90364.12993506796,1024,60.12588867545128,0.0006631418891537757,772.1902465820312,0.7540920376777649,822.4195556640625,0.803144097328186,803.6429443359375,0.784807562828064,0.7806812326113383,0.3914887406214959
6,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,389.26122067612187,0.38013791081652526,70.58740814554936,0.06893301576713805,528.7377954558526,32.032322653266014,871.291251467137,350.959481682483,90756.14170019967,90382.26122010275,1024,70.38435551524162,0.000775532698908098,762.4839477539062,0.7446132302284241,823.687255859375,0.8043820858001709,763.025146484375,0.7451417446136475,0.7647123535474142,0.3845744427308889
7,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,390.3439418736289,0.38119525573596574,63.44850478240721,0.061961430451569544,588.5046633293296,39.14532934049883,1000.9900374705014,423.0484406994397,90828.0968591247,90392.12901384165,1024,79.04982876777649,0.0008703235177368472,742.9056396484375,0.7254937887191772,812.7237548828125,0.7936755418777466,760.3701171875,0.742548942565918,0.7539060910542806,0.3727108353183149
8,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,365.0895207011852,0.3565327350597512,65.76500561294165,0.06422363829388833,601.2446581526249,41.290479538456054,999.5673057014271,409.12214741882383,90917.27064274448,90414.26628137128,1024,77.62460279464722,0.000853793808875651,745.6567993164062,0.728180468082428,809.1415405273438,0.7901772856712341,739.8497924804688,0.7225095629692078,0.7469557722409567,0.39042303718120547
9,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,314.09405194513687,0.3067324726026727,41.42339230246736,0.040452531545378284,615.3874940810445,52.00329041931542,1150.2934954498385,549.7188798958316,91089.00944671173,90457.14397427882,1024,92.88763988018036,0.0010197458556679207,717.4553833007812,0.7006400227546692,797.988037109375,0.779285192489624,742.5174560546875,0.7251147031784058,0.7350133061408997,0.42828083353822693
10,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,297.6504758270696,0.29067429279987267,34.7089457050956,0.03389545479013242,608.2078952711248,56.369589897150334,1192.1144292244821,603.9333776545009,91346.44895478939,90531.88961232157,1024,147.3824923634529,0.0016134452302179558,717.4085083007812,0.7005942463874817,790.6590576171875,0.7721279859542847,757.9859619140625,0.7402206659317017,0.7376476327578226,0.44697333995794997
11,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,298.1661307997103,0.2911778621090921,52.71200997496624,0.05147657224117797,522.644533523102,42.60738278639522,892.686132216953,385.8519276096208,92155.71617809127,90787.07539557309,1024,131.06204295158386,0.0014221802877458624,725.152099609375,0.7081563472747803,787.5641479492188,0.7691056132316589,720.080078125,0.7032032012939453,0.7268217206001282,0.4356438584910361
12,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,297.410779664746,0.2904402145163535,52.84698555923863,0.05160838433519398,495.4354569948062,41.13952884122402,844.3404741837841,365.0799692864198,92516.38929874377,90939.99725570728,1024,136.17220449447632,0.0014718711519832877,716.5463256835938,0.6997522711753845,788.1972045898438,0.7697238326072693,697.298828125,0.6809558868408203,0.7168106635411581,0.4263704490248046
13,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,299.3761626409108,0.2923595338290145,60.709544782839586,0.05928666482699178,601.3674038702402,46.69738793518046,983.9191817626515,399.58194914072874,92796.8329353614,91035.80701843936,1024,135.45276433229446,0.001459670120710321,696.1224365234375,0.6798070669174194,769.9320068359375,0.7518867254257202,683.8978881835938,0.6678690314292908,0.6998542745908102,0.4074947407617957
14,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,298.1413112623489,0.2911536242796376,62.41107857171719,0.06094831891769257,649.439717237552,50.93524374880724,1054.236569120456,421.09963928778393,93056.68333504468,91142.577572046,1024,158.63427424430847,0.001704705869143819,691.8539428710938,0.6756386160850525,766.0294189453125,0.7480756044387817,679.710205078125,0.6637794971466064,0.6958312392234802,0.40467761494384263
15,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,251.6299821720854,0.24573240446492714,45.20450296717534,0.044145022428882165,772.0746556524919,75.46151913544543,1340.8783876711673,596.1103956270526,93804.02786094572,91352.26407984283,1024,240.63357400894165,0.0025652797592620948,691.748046875,0.6755352020263672,766.9595947265625,0.7489839792251587,683.0450439453125,0.6670361757278442,0.6971851189931234,0.45145271452819624
16,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,219.80522009772315,0.21465353525168276,40.08061576378447,0.03914122633182077,871.8330544477993,89.91892267431228,1536.3777933830872,696.0410023282616,94817.66166452081,91647.54661695061,1024,724.3226075172424,0.00763911063405049,694.9277954101562,0.6786404252052307,776.7125244140625,0.7585083246231079,744.8558349609375,0.7273982763290405,0.7215156753857931,0.5068621401341104
17,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,197.92164951083603,0.19328286085042581,39.75025996393241,0.03881861324602774,1379.0767218257652,143.19541520660152,2385.947293769139,1058.1058314317547,97698.22326162715,92249.93374064575,1024,770.0903038978577,0.007882336834679423,718.0615234375,0.7012319564819336,762.6962890625,0.7448205947875977,743.6959838867188,0.7262656092643738,0.7241060535113016,0.5308231926608759
